num_poste,num_poste,nom_usuel,lat,lon,alti,aaaammjj,rr,qrr,tn,qtn,htn,qhtn,tx,qtx,htx,qhtx,tm,qtm,tntxm,qtntxm,tampli,qtampli,tnsol,qtnsol,tn50,qtn50,dg,qdg,ffm,qffm,ff2m,qff2m,fxy,qfxy,dxy,qdxy,hxy,qhxy,fxi,qfxi,dxi,qdxi,hxi,qhxi,fxi2,qfxi2,dxi2,qdxi2,hxi2,qhxi2,fxi3s,qfxi3s,dxi3s,qdxi3s,hxi3s,qhxi3s,drr,qdrr
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250411,0,1,0.4,1,518,9,21.6,1,1511,9,11.1,1,11,1,21.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250412,10.3,1,1.2,1,441,9,21.5,1,1203,9,12.4,1,11.4,1,20.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250413,0.2,1,11.9,1,610,9,18.1,1,1359,9,12.6,1,15,1,6.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250414,0.2,1,1.9,1,459,9,20.9,1,1613,9,12.4,1,11.4,1,19,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250416,0,1,6.7,1,510,9,13.2,1,1430,9,9.2,1,10,1,6.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250415,0.2,1,9.8,1,2116,9,18.4,1,1141,9,13.7,1,14.1,1,8.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250417,0,1,0.5,1,520,9,16.1,1,1630,9,9.1,1,8.3,1,15.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250418,0.2,1,0.1,1,500,9,18.4,1,1510,9,11.6,1,9.3,1,18.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250419,7.7,1,7.4,1,516,9,20.6,1,1457,9,13.1,1,14,1,13.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250420,2.8,1,9.3,1,520,9,17.3,1,1243,9,11.9,1,13.3,1,8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250421,1.4,1,8.6,1,453,9,15.1,1,1352,9,11.3,1,11.9,1,6.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250422,3.6,1,3.7,1,325,9,17.8,1,1129,9,10.9,1,10.8,1,14.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250423,8.1,1,5.6,1,313,9,16.7,1,1449,9,9.8,1,11.2,1,11.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250424,0,1,6,1,2308,9,16.8,1,1257,9,11.3,1,11.4,1,10.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250425,0,1,3.3,1,222,9,16.5,1,1631,9,10,1,9.9,1,13.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250426,0.2,1,2.4,1,424,9,20.5,1,1424,9,13,1,11.5,1,18.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250427,0,1,10.2,1,417,9,19.8,1,1150,9,15,1,15,1,9.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250428,0,1,6.5,1,435,9,24.3,1,1450,9,15.8,1,15.4,1,17.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250429,0,1,4.4,1,458,9,25.8,1,1510,9,16,1,15.1,1,21.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250430,0.2,1,6.2,1,436,9,28,1,1348,9,17.9,1,17.1,1,21.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250501,0,1,7.7,1,440,9,29,1,1447,9,18.9,1,18.4,1,21.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250502,0,1,8.7,1,438,9,28.4,1,1336,9,19.5,1,18.6,1,19.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250503,10.5,1,12.9,1,236,9,26.8,1,1353,9,18.9,1,19.9,1,13.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250504,0,1,9.9,1,603,9,17.1,1,1516,9,12.4,1,13.5,1,7.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250505,0,1,6.5,1,426,9,15.4,1,1519,9,10.7,1,11,1,8.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250506,0,1,6.3,1,452,9,16.6,1,1115,9,11.7,1,11.5,1,10.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250507,0,1,7.2,1,414,9,15.7,1,1718,9,11.7,1,11.5,1,8.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250508,0,1,8.2,1,359,9,18.9,1,1341,9,13.2,1,13.6,1,10.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250509,0,1,8.2,1,317,9,20.7,1,1404,9,14.5,1,14.5,1,12.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250510,0,1,3.3,1,414,9,24.1,1,1426,9,15.1,1,13.7,1,20.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250511,6.7,1,7.3,1,419,9,23.6,1,1217,9,16.3,1,15.5,1,16.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250512,0.6,1,11.8,1,340,9,19.8,1,1420,9,14.4,1,15.8,1,8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250513,0,1,6.6,1,401,9,22.5,1,1414,9,14.6,1,14.6,1,15.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250514,0,1,6.3,1,417,9,25.5,1,1249,9,17.4,1,15.9,1,19.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250515,0,1,9.3,1,443,9,17,1,1420,9,13.3,1,13.2,1,7.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250516,0,1,7,1,446,9,21.3,1,1439,9,14.6,1,14.2,1,14.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250517,0,1,4.8,1,331,9,19.5,1,1630,9,11.6,1,12.2,1,14.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250518,0.2,1,3.3,1,407,9,20.7,1,1450,9,12.6,1,12,1,17.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250519,0,1,2.7,1,431,9,24.1,1,1327,9,16,1,13.4,1,21.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250520,0,1,11.3,1,427,9,25.5,1,1354,9,18.2,1,18.4,1,14.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250521,11.8,1,9,1,404,9,18.7,1,1001,9,12.6,1,13.9,1,9.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250522,0,1,8.5,1,511,9,20,1,1700,9,13.6,1,14.3,1,11.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250523,0,1,6,1,426,9,18.6,1,1433,9,11.9,1,12.3,1,12.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250524,0,1,2,1,254,9,20.8,1,1456,9,13.6,1,11.4,1,18.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250525,1.8,1,12.6,1,2307,9,19.8,1,1736,9,15.4,1,16.2,1,7.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250526,0,1,5.9,1,424,9,19.8,1,1342,9,14.2,1,12.9,1,13.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250527,1.4,1,9.4,1,308,9,19.2,1,1340,9,15.5,1,14.3,1,9.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250528,2.6,1,13.2,1,554,9,22.9,1,1614,9,15.8,1,18.1,1,9.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250529,0.2,1,6.1,1,408,9,25.2,1,1442,9,16.9,1,15.7,1,19.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250530,0,1,9.5,1,347,9,30.7,1,1710,9,21.1,1,20.1,1,21.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250531,0.2,1,13.3,1,348,9,28.9,1,1557,9,21.4,1,21.1,1,15.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250601,0,1,16.6,1,358,9,24.4,1,1646,9,19.1,1,20.5,1,7.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250602,0,1,12.5,1,2227,9,22.4,1,1605,9,16.2,1,17.5,1,9.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250603,0,1,6.2,1,356,9,25.2,1,1443,9,17,1,15.7,1,19,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250604,2,1,8.8,1,328,9,19.9,1,913,9,14.6,1,14.4,1,11.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250605,6.5,1,11.1,1,201,9,19.7,1,1216,9,15.5,1,15.4,1,8.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250606,0.2,1,14,1,358,9,23.2,1,1512,9,17.7,1,18.6,1,9.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250607,2.2,1,12.5,1,2141,9,20.9,1,1303,9,16.7,1,16.7,1,8.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250608,0.2,1,11.7,1,440,9,21,1,1612,9,15.2,1,16.4,1,9.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250609,0,1,4.5,1,410,9,24.6,1,1554,9,15,1,14.6,1,20.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250610,0,1,6.6,1,346,9,27.3,1,1422,9,18.7,1,17,1,20.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250611,0,1,10.4,1,348,9,28.5,1,1453,9,21.2,1,19.5,1,18.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250612,0,1,13.1,1,339,9,33.5,1,1507,9,24.1,1,23.3,1,20.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250613,4.5,1,17.1,1,356,9,34.9,1,1452,9,26.7,1,26,1,17.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250614,0,1,19.7,1,328,9,30.5,1,1359,9,24.5,1,25.1,1,10.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250615,0,1,16,1,447,9,23.5,1,1648,9,17.7,1,19.8,1,7.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250616,0,1,6.5,1,348,9,26.3,1,1556,9,17.8,1,16.4,1,19.8,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250617,0,1,8.9,1,347,9,29.8,1,1502,9,21.1,1,19.4,1,20.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250618,0,1,12.5,1,400,9,30.5,1,1449,9,21.9,1,21.5,1,18,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250619,0,1,14.2,1,22,9,32.2,1,1526,9,24.1,1,23.2,1,18,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250620,0,1,15,1,414,9,32.5,1,1522,9,24.1,1,23.8,1,17.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250621,0,1,11.6,1,412,9,35.8,1,1554,9,24.3,1,23.7,1,24.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250622,0,1,14.2,1,326,9,31.1,1,1617,9,23.2,1,22.7,1,16.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250623,0,1,13.3,1,414,9,26.6,1,1628,9,20.5,1,20,1,13.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250624,0,1,10.4,1,406,9,31.7,1,1637,9,21.4,1,21.1,1,21.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250625,5.4,1,12.7,1,323,9,37.3,1,1441,9,25.3,1,25,1,24.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250626,0,1,18.7,1,143,9,28.6,1,1519,9,22.5,1,23.7,1,9.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250627,0,1,16.3,1,247,9,29.8,1,1523,9,22.8,1,23.1,1,13.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250628,0,1,14.6,1,346,9,32.7,1,1444,9,25,1,23.7,1,18.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250702,0,1,17.4,1,414,9,36.7,1,1218,9,25.9,1,27.1,1,19.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250705,3.4,1,9.6,1,408,9,29.6,1,1317,9,20.9,1,19.6,1,20,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250704,0,1,10.1,1,413,9,28.7,1,1439,9,20.3,1,19.4,1,18.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250630,0,1,17.4,1,401,9,36.6,1,1416,9,27,1,27,1,19.2,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250703,0,1,15.9,1,416,9,27.5,1,1417,9,21.5,1,21.7,1,11.6,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250629,0,1,18.1,1,405,9,31.8,1,1451,9,24.9,1,25,1,13.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250701,0,1,16.3,1,345,9,39.8,1,1417,9,29,1,28.1,1,23.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250706,5.3,1,13.7,1,326,9,18.4,1,1800,9,15.5,1,16.1,1,4.7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250707,6.5,1,14.2,1,405,9,20.1,1,1454,9,15.8,1,17.2,1,5.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250708,0,1,9.6,1,147,9,23.5,1,1452,9,16,1,16.6,1,13.9,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250709,0.2,1,6.1,1,422,9,26.2,1,1454,9,17.5,1,16.2,1,20.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250710,0,1,8.6,1,350,9,29,1,1556,9,20.1,1,18.8,1,20.4,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250711,0,1,12.1,1,411,9,30.6,1,1454,9,22.9,1,21.4,1,18.5,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250712,0,1,13,1,426,9,30.1,1,1502,9,22.6,1,21.6,1,17.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250713,0,1,12.1,1,413,9,33,1,1452,9,24.1,1,22.6,1,20.9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250714,0,1,19.2,1,145,9,28.5,1,1517,9,22.9,1,23.9,1,9.3,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250101,7.3,1,1.8,1,239,9,8.8,1,252,9,4.8,1,5.3,1,7,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250102,11.5,1,3.3,1,1152,9,5.4,1,601,9,4.4,1,4.4,1,2.1,1,,,,,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250103,0.2,1,-4.6,1,747,9,5.7,1,1313,9,-0.3,1,0.6,1,10.3,1,,,,,976,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77186002,77186002,FONTAINEBLEAU_SAPC,48.406,2.6785,84,20250104,11.5,1,-4.4,1,758,9,11.1,1,553,9,-0.7,1,3.4,1,15.5,1,,,,,651,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
